,text,label
25567,"We have visited Disney Parks in Florida and Paris (our nearest) and we love Disneyland Ca. Many of the rides are longer and better than in France and we found some great food in the Park, albeit at Park prices but it was still good food. We had 6 days in the Happiest Place and thoroughly enjoyed it. We'll be back !",1
25561,I just love being here! This time we took A Walk in Walt's Footsteps Tour and it was AMAZING! We learned so much about the park that we didn't know already! We had a great time and really enjoyed Mickey's Halloween Party. We came home with so much candy!!!! We are now season pass holders! We can't get enough!,1
25562,"We are annual passholders for Disneyland and we live in Newport, OR. We are Disney nerds and love visiting the park whenever we get enough vacation days accrued. Disney is definitely a place were your can return to being a kid without being judged. The cast members are friendly, informative and genuine. Guest services are helpful and you never have to worry about them having an agenda. Disneyland is truly a magical place to visit with your family, just a date or going solo. We experienced Mickey's Not So Scary Halloween Party for the first time on October 23, 2012. We thought it was a little too crowded for the price we paid extra to experience it, but now we can say we experienced it just the same and we can mark it off the bucket list. If you plan to visit Disneyland do your research about the time of year your vacation is scheduled. Bring several pairs of comfortable shoes and socks, and bring a bag to carry stuff. Shop at the end of your visit, plan to stay at least 3 days if it's your first visit or you are traveling with little ones.",1
25563,"We loved being adults (late 20s) and being able to dress up and trick or treat. It is a blast of a party. The music, decorations and atmosphere is so much FUN. I highly recommend this party.",1
25564,My husband and I felt like little kids again at Disneyland. Its great fun and a must do when visiting LA.,1
25565,"Had a lot of fun here! Spent first day at Disneyland, second day at California Adventure, then back to Disneyland for the Mickey Halloween Party. The kids came back with LOADS of candy! Long line wait times, though and had trouble finding fast passes. We spent 3 days at Disneyland Resort in all, could have used maybe 1 extra day to see the shows and catch a couple of rides we missed. It was VERY busy and this was on October 18. Next time we will take the kids out of school and go during a less busy time.",1
25566,"I have been going to Disneyland in California since I was 2 (33 now). I still love it and cannot wait to take my own children someday. They may not have the most intense rides, like Six Flags, but the Disneyland Park is meant for families and the rides are meant for everyone, not just thrill seekers. There is a feeling about being in Disneyland. It is kind of like the feeling you get on Christmas morning: Pure happiness and joy. I love Disneyland and am always eager to go back. They keep everything so neat and clean and are always coming up with new and inventive ideas to keep their parks fresh and keep people coming back again and again.",1
25568,"Disneyland California is always a wonderful trip for the kids and even some of us who are still a kid at heart. We loved all of the rides and the adventures. We have lots of pictures to prove it. We liked using the FASTPASS. This helped us so much to get on the rides that had huge lines. Lots of different rides that appeal to all different age groups. The smallest grandchildren loved Disneyland's Toon Town the best, and the older ones still enjoyed playing around with them.",1
25577,"It is Disneyland, the happiest place on earth!  We missed Indiana Jones, but had a blast anyway! Also, be careful on the newly designe Matterhorn.....it is really jerky and hard.",1
25570,Disneyland NEVER fails to be the best part of our vacations! Has something for everyone! and no matter what people say about the cost it is so worth it!,1
25571,"My family and I had a great time. It truly is the happiest place on earth as cheesy as that sounds. Every staff right from characters, ride operators, vendors and cleaning staff are full of smiles, happy to answer questions etc. What an amazing experience. Food is expensive which is really the only downside we experienced, it can run you $40  just for simple hot dogs and pops but well worth it for the memories you'll make. I'd strongly recommend getting a magic morning pass (entry 1 horu early) and using it for some of those more popular rides; we used our to ride space mountain a couple of times back to back!",1
25572,"We went to Disneyland Park 10 12 10 13  and 10 15. We had a great time. The lines for everything were super long. Matterhorn was impossible even from the get. Never had an opportunity to ride even trying to get a fastpass was impossible. Pirates was even busy. 60 minutes. Some greats. Dumbo early in the morning was reasonable and so was Its a Small World. 10 minutes. The train was a walk on. So was the monorail. Pinocchio walk on. Sleeping Beauty's castle was fun but crowded. Toontown was mad crazy but some fun. Wish we had more time for it. The kids loved it. The carousel at night was beautiful. I got two magical pictures of my kids on it. Mr. Toad's Wild Ride was great and Space Mountain Galaxy during the Halloween party was also great according to my husband. Nemo was also fun during the Halloween party. Never mad it to Splash but Pirates was our final ride of the night at the Halloween Party. We seemed to get more done that night than in the morning the other two mornings. Princess Fantasy Faire was super busy. If the line is more than 10 people. Try another time. It chewed up 45 minutes of time at least, but we made a good friend from there. It was worth it at the end. The princesses helpers were very nice especially Masen and you get to see all three princesses. However if you are more than 15 people behind. You will probably have a switch like we did. We had Tiana, Belle, and Ariel. We were going to have Mulan, Snow White, and Jasmine (I think). A better way to spend your time is to hop over the California Adventure and book a character dining. The food is good and we got everyone except Mulan, Jasmine. and Pocahantus. There was so much to do and the park was so busy that we missed a few things. Could not find the fast pass or entrance to Roger Rabbit even though we were right there. The Astroblasters were insanely busy so we skipped that too. Next time we will allot a little more time to Disneyland and hopefully our son who is only 22 months will get to enjoy the park more as he won't be so little and he'll be able to last longer before nap time. Oh almost forgot to mention meeting Woody at the Halloween trick or treat. Totally cool guy! I love Woody and my son dressed up as him. We got his autograph as most of his had been signed by the girl characters who gave him lots of love, but he's a rough tough boy who adores Woody. Woody spent special time with him and signed his autograph book and made sure we got a family picture with my son looking right at the Photopass guy. We got a couple boos mostly from the parents that did the same thing. Woody made sure to ignore it and gave my son a hug and hi five. He was so starstruck he could hardly talk. Also can't forget our totally awesome experience at Bippity Boppity Boutique. If you are questioning whether or not you should do this the answer is yes. Mom's and Dad's this is a great opportunity to treat your kid like a princess and she'll remember it forever. The hairdo stays for quite a while. Like it probably would've lasted more than 24 hours but I had to wash her hair. She loved it especially when we did it right before the Halloween party. The dresses are really really gorgeous and fit well and the pictures are professional quality. Its like going to Glamour Shots but she gets the royal treatment. Every girl does whether its just hair or the whole works. The fairy god mothers in training are fantastic. One gave me a tip where to find the woody hat we'd been searching everywhere for and we ended up getting a sheriffs badge too for my son's costume. Also our fairy god mother in training stayed in character the whole time. She was so awesome. I want to say her name was Tamara. Very sweet lady. Also if you select this experience. You get your photos right away and they will go on photopass. Bring cash if you want to tip for fairy god mother. They don't accept credit card for the tips. They do a great job and the dress is not a Walmart dress. Its quality made. The CM at Disney are especially sweet to Special Needs. I just had to whisper to Goofy about speech delay and he completely understood. He sat my daughter down and opened her book up. He took the time to let her say what she wanted to say. Thanks to Goofy, Woody, Fairy Godmother in training. Thanks to all of the characters for the meet and greets on main. We loved them so much.",1
25573,Disneyland is the cleanest attraction you can go to in California. It is a wonderful place to visit. Iv'e been there probably 15 plus times and will continue to go. Don't forget to see the Fantasmic parade on the water. It's a must see.When you come out of Pirates go to your right and get yourself a yummy bread bowl full of clam chowder. You need to go to Disney more than one day. Well worth get a multi day park hopper pass.,1
25574,"We needed the three day Disney Pass with the early morning included , there was so much to see and do. Best attractions. 1 World of Color. 2 Star Tours. 3. California Dream Roller coaster. For my daughter World of Color was the best attraction of our three week holiday. Drinking fountains great, very clean and tidy, fantastic for disabled people. Can not speak highly enough of the professional staff. ",1
25576,"I visit Disneyland at least once a month.  I have been with children teenagers young adults and elderly people.  There is something for everyone.  The parks are always clean and the foliage is always beautiful.  But is Disney, who doesn't know how great this place is?  :)",1
25519,"I recently took my boyfriend to Disneyland for his birthday. This was his first time there. Needless to say he had a wonderful time! This place is not just for kids, as soon as you walk thru the entrance you lose yourself in the magic, wonder and awe of this happy place! It happen to be Halloween time when we were there, the decorations are awesome! Seeing all the lil ones dressed up just added to the wonder of it all! The park is very clean and well laid out, easy transition from one land to another.Food prices are quite reasonable, and they also have a nice variety of healthy choices. Fun Fun Fun!!",1
25517,"This is the greatest place in the world to take kids and for adults to shop. Many rides, shops, eating places and much more. No matter where you live it is worth the trip and your whole family will have loads of fun.",1
25761,"We are AP holders and travel at least 6 times a year down to Disneyland.  We love everything about it.  The food, the ambiance, and most of all the rides!",1
25516,"Totally worth visiting even if you've been before. Coming from Florida, it's fun to see the original theme park and get to ride the classic Disney rides. It's worth a visit.",1
25459,"My wife and I are Southern California Annual Passholders and we go to Disneyland a few times each year. There are some changes from time to time as far as attractions but the park itself stays pretty much the same throughout the years. I highly recommend visiting the Haunted Mansion at or after Halloween to see the Nightmare Before Christmas decorations. I also recommend visiting during the Christmas season to see the various Christmas decorations around the park and the light show on the front of the It's A Small World attraction. The only negative is that the prices keep going up year after year so it is not an economical experience, especially for families.",1
25460,"I hadn't been to Disneyland in more than ten years. While it still holds the same magic as when I first went there in 1960, it's beginning to show its its age. For example, the Grand Canyon, Grand Circle tour hasn't changed in 40 years and its showing its age. The changes to the Pirates ride were great but the holiday changes to the Haunted Mansion ruined the experience. The other rides were predictable with no changes. The Innovation display wasn't worth the time. I was disappointed that the Indiana Jones ride was down for repair. In general, I think the Park needs some work. While it's a great nostalgic experience for those of us remembering Disneyland of the past, it has seen better times and needs some updating if it's going to keep attracting the next generation.",1
25461,"There were at least three or four rides closed, to include It's a Small World and the Indiana Jones ride. The Peter Pan ride  you can hardly see the city lights below now  is London having a brown out? Part of the time they were filming a movie and the whole Fantasyland part of the park was closed. When you pay $100 a day this seems unreasonable. Also, bring back The Swiss Family Robinson tree and jettison Tarzan. Sometimes the old is better and if it wasn't broke, why mess with it? As for Captain E O, that felt very dated and kind of creepy. ",1
25462,"Who doesn't love Disney? Great time with family! They say 50 characters or more, so I'll be a disney food cridict. Loved the green tomatoe sandwhich near Pooh ride at Disney. Espressos in both parks we're awesome. Mexican in Dsney California was good. Oriental Salad at sourdough shop was  not  good, kids sandwhich awesome; wished I had the soup.Don't forget your camera as I did. Wasted $120 on a Kodak camera in the park. Pictures turned out awful and broke my camera on a ride that made it feel worse...",1
25463,"Space Mountain, Star Tours, and Big Thunder Mountain Railroad are our favorites!  We tried the Jungle Cruise this time and enjoyed it as well.",1
25464,Great time had by the whole family. Did Magic Morning on Tuesday & did all of Fantasyland plus some in 1 hour! Always a favorite place of ours & now the kids love it as well!,1
25465,This was my family's first trip to Disneyland  following many trips to Disney World in FL. Disneyland did not disappoint. It's easy to see why Disneyland has become such a classic. They continue to  do it right  when it comes to customer service and themeing. We enjoyed every minute of our visit and can't wait to return!,1
25466,"Loved everything about it. My daughter had a great time BUT... not being able to re enter after 5pm sucked and the 8pm world of color was too late and we were exhausted. Also, we couldn't handle staying til 9pm for Fantasmic :( Our feet backs legs were sore and tired by 7pm...",1
25467,It has been over 30 years since I last visited the park. It was such a great way to spend a long weekend. My roommate and I never imagined that we would have so much fun as an adult visitor without children. I don't think we ever stopped smiling the entire weekend. Disney is the leader in customer service. No one else can even compare. I don't know how the staff does it day in and day out. The cast member in the ticket booth was so beyond helpful when we first arrived to pick up our passes. She had so many great suggestions and tips on how to maximize our visit. This may have to become a yearly visit. I wish I wouldn't have waited so long to return.,1
25468,We went the 1st week of November which was fun because we got to see both the Christmas and Halloween decorations. The only negatives were there were no fireworks because they were transitioning to the holiday show and we ended up being there on two days they were filming in the park which would have been nice to know in advance so we could have planned around them. ,1
25469,"We loved Disneyland! We loved all of the little touches this park has. We've been to Disney World many times, and this was our first trip to Disneyland. I loved seeing all the differences and taking part in all of the rides that are different. Its a Small World at Christmas is beautiful. I also really loved the food. Lots of healthy snack stations and the counter service locations served truly good food...not just burgers and junk fare. ",1
25470,"I visited Disneyland Park with my husband and 3 children (ages 12, 10 and 6) from August 30 until September 2, 2012. This was our 3rd family trip to California (we are from NJ). We expected some crowds because we were there for Labor Day Weekend and there was a Disney Half Marathon on the Sunday, but we really found the lines and crowds tolerable. On the Thursday, we were able to get so much done as the crowds were minimal. The Sunday of the Marathon was empty in the morning, but got more crowded as the afternoon and evening came around. Our favorite rides are Space Mountain, Big Thunder Mountain Railroad, Splash Mountain, and Indiana Jones Adventure. We also love all the rides in Fantasyland. Mattherhorn, despite having been redone recently, is still a very bumpy and not quite enjoyable ride. The right side track is smoother than the left. The Park was very clean and staffed very well.Don't skip the Soundsational Parade and the evening Fireworks. They are worth it!",1
25471,"You can't say enough about Disneyland. I have been there at least 50 times since it opened. I enjoy every single visit and look forward to seeing my favorite places in the park. We always take visitors from out of the area there and it is wonderful to see their enjoyment and surprise at how large it is and how much there is to see and do there. If you only get to see one thing when you visit Southern California, this should be it.",1
25473,"Went for our 4 year anniversary. Now, being a WDW girl, mainly I go at least once a year from St Louis, Disneyland IS a little different. Not quite the well oiled machine that WDW is but fun nonetheless. The Indiana Jones ride was down which was a BIG kick in the butt to us but everything else was working that we wanted to see. The NBC haunted mansion was to die for! The halloween party was VERY crowded on Oct 28th but we still got lots of candy. the lines are long but there are several stations of candy in each line that we were in. dont forget to ask for the apples or craisins either! Its extra booty on top of candy! : )",1
25474,"What is there to say...the original park and still full of magic. My third time here over the last 22 years and my wifes first. Although the park is small compared to Walt Disney World, it is still full of great rides, sights and sounds. The fireworks of an evening and also Fantasmic are shows that cannot be missed if you go. Also make sure to meet Mickey, tucked away in Toontown at the back of the park!",1
25458,This is truly the happiest place on earth. The price keeps going up but it is well worth it. We went for my wife   s birthday and it was her first time. We both were like kids again. We had a great time and the fireworks show was a great way to end the night. We hope to be going again very soon as it brings a lot of joy and good times to our life.,1
25456,"Take heed of all the warnings, there will be queues. Unless you go in the off season! Our family went for a week in late October and all the predictions of lengthy waits for popular rides did not transpire. The flip side of this is that a number of rides were closed for maintenance, including the iconic  It's a small world  which was being prepared for Christmas. A small price to pay given we were able to get onto popular rides in less than 5 minutes.When we did have to queue for the very popular rides, but the Disney park designers and cast members have got it all under control   there are always distractions to keep you amused. For instance, while waiting to get into Buzz Lightyear Astroblasters you get entertaining breifings from the Little Green Men, Zurg, and Buzz himself. While waiting to greet Mickey Mouse, there is plenty of memorabilia to examine.It all stems from a philosophy of keeping the customer (or guests as they call them) happy   the employees (called Cast Members) are incredibly helpful and had the full pixie dust treatment   how they stop them getting cynical after a million people have been through the Jungle Cruise each day is beyond me! The other thing to remember is that there is a lot of walking and standing involved. You can hire a stroller for the day, but if you can it's better to bring your own to save yourself $12 a day and the 'which one of those green strollers is mine' moments.I know some people think the older rides are a bit tired, but I think it would be a mistake to view them this way, the classic rides may seem a bit dated but they are important parts of the park for people like me who went 30 years ago and have now returned with my kids. My two kids nominated some of the classic rides as among their favourites, including the monorail and Dumbo flyers.The other tip I would give is that the snacks at the concession stands are not worth it   you can spend $8 on a hotdog or for a couple of dollars more you can get a whole plate of far tastier food at one of the restaurants.Overall, a must do thing that should be on the bucket list   either here or another park in Florida, Asia or Europe",1
25455,"On The morning of Nov. 08th, we came to Disneyland for our early morning entry to the park. We stood in line for ten minutes and were making headway to the front. ONLY to find out that the line for the 4 day Park Hopper passes was on the complete opposite side. So off we went into a much longer and slower moving line. The lady working the computer on entry did not have a clue what she was supposed to do and was so slow entering the data. We missed our early entry, thank you. Everyone around us was angry and frustrated. Why could you not have put clear visible signage for entry on the various gates. It is hard to see small printing from just about the entrance to California Land to Disneyland, which is where our line started after moving. We got into the park at 0958 after waiting in two lines for about an hour. It certainly was NOT the happiest place on earth. When you have 3 young children with you, it is hard to make them understand just how disorganized you are.",1
25444,We enjoyed seeing the park dressed up for christmas!!! The fireworks were so cool and the snow was a great extra touch...It's been 10 years since are last visit so much to see and do!!!,1
25437,"I am a adult that went here for the first time this year, and I was absolutly amazed!!!! I got really into it wearing mickey ears the whole time, I highly recommend going... with or without kids!!!",1
25439,"We had a brilliant time, go off season and get a park hopper ticket and you will get to see a lot more. Food very expensive but you can take in your own",1
25440,"I know a lot of people have been to this park! It is really crowded but is worth the wait. I have a pass and have been glued to it ever since. The annual passport is more worth it. Also, you can go to both parks. They also have super fun rides like: California Screamin  which is in my top three favorites  and MORE.I first got a pass to Disneyland when I was only three years oldI think a lot of you should try it out if you have never gone because this place it the happiest place on Earth!!",1
25441,What more can I say  Happiest place in the world .  4 days of nothing but happy faces.  Had the park hopper pass but was not overly impressed with California Adventure Park.  Can't wait to go again.,1
25442,Disneyland will always and forever more continue to delight the whole family and stay on the cutting edge of what family theme parks are all about. Our whole family has enjoyed this fun park for over 30 years. We booked our Disney vacation with Get A Trip.com,1
25443,"Was a Beautiful experience. We went on a the weekend just before thanks giving. The lines weren't too bad getting into everything, and the staff were all very helpful and accommodating.You HAVE to go and watch the fireworks. It was so beautiful I cried!! Will definitely be taking our kids there in years to come!",1
25446,"My husband and I went to DIsneyland for 4 days in October 2012. I used to live in Garden Grove and went to Disneyland quite often, but I haven't been back since October 2001. We had a great time and spent time at Disneyland Park and California Adventure. California Adventure is definitely our favorite of the two parks. California Screamin' (roller coaster), Tower of Terror , Soarin' Over California (our favorite attraction in both parks) and the new Cars Land were at the top of our list! Cars Land is very well done and must be seen especially at night. The lighting on the red rocks is spectacular! World of Color is a MUST see also! Disneyland was fun but mostly for families with young children. We still enjoyed Star Tours and Space Mountain, but California Adventure caters to older children, teenagers and adults. Disneyland corporation still knows how to take care of it's visitors. Both parks were spotless and all the employees are very friendly and helpful. It's still a very MAGICAL place!",1
25453,"I found myself with an entire free Wednesday after completing a business meeting in Lancaster in the Mojave Desert. I've always found LA people to be very friendly and gregarious. I received no shortage of sightseeing suggestions. Most were high brow (museums, gardens, galleries, etc). I settled for middle brow   Disneyland   and set off on the 2 1 2 hour, arduous trek to Anaheim at 7:30 a.m. After surviving I 5 morning commuter traffic, and convincing myself I made a huge mistake and wondering how ANYONE could choose to live in such a sprawling, congested, blighted city, I arrived at the park around 10:00 a.m. I got off to a rocky start when some very assertive woman with two pre teen brats accused me of jumping the line while queuing outside the main gate (at age 60?? I wasn't THAT anxious to get into the Magic Kingdom! I was appalled and deigned not to respond. Idiot). Once inside the park, I migrated toward Adventureland and made a clockwise tour of the park. The last time I visited was at least 35 years ago. Having arrived on a Wednesday in early November, I did not encounter the heat, crowds or frustration my nieces and nephews related to me of their Disneyland experience a few months before, in August. I fully intended to just tour the park but the lines were so short (5 10 minute waiting period for almost all rides) I succumbed to the inner child and rode all the attractions that appealed to me, some several times! The only drawback: Finding myself in line to ride a kiddie attraction with the Diaper Crowd in Mickey's Toon Town; very embarrassing; I had to backtrack and exit in the wake of screaming toddlers and harried mothers:  You said you wanted to go on this ride and that's what we're going to do!  The weather was gorgeous; low mid 70s. All in all, it turned out to be a great choice to fill a day. My only major gripe: The food prices are ridiculously expensive. The admission price alone is very steep, plus the $15.00 parking ticket   why does Disney need to be so greedy with their food prices? (Answer: Because they can). I survived on an apple and meat kabob all day, both purchased at the park, until feeling faint and ill after the 3D Star Tours ride (fun but I suffered motion sickness). I bought a soup and sandwich   not especially caring about the price   at some nice restaurant on Main Street. It was worth it. Now I found myself hanging with the Other Diaper Crowd   the ones wearing Depends; waiting for the peppier, younger family members to return from the Matterhorn and Thunder Mountain, while sitting in the glow of early 20th century lanterns and piped in nostalgic music ( Daisy, Daisy! ); very surreal. About this time, I decided to head home (a hotel near LAX). I could have spent another two hours but I had seen and done all the things I wanted to. After leaving the park, I walked around Downtown Disney   very attractive retail restaurant district   and toured the Grand California Hotel lobby   very impressive. Took the tram back to the enormous parking garage and drove through evening commuter traffic to LAX. Fun day. Will I return? Heck no. Next time I'm in LA, I want to visit the Huntington Museum and Gardens in Pasadena. I doubt anyone there will accuse me of bucking the line!",1
25447,"Don't miss a chance to go to Disneyland if given the opportunity. It is an amazing place to take your family, or just go on your own. Highlights are the rides of course. The ever popular Peter Pan ride (head there first upon arrival), the parades, the shows, and the weather. I could write a book about my experience but just want to say go and have fun. The week days are the least busy. Tuesday especially.",1
25448,Again Disneyland is so much fun for any age. We went as soon as the park opened and did not have to wait long for any rides. Single rider lines are great if your travelling party are old enough to go on their own. Just remember a meeting point at the end. Splash Mountain ride was about 50 minute wait   single rider line only 2 minutes. We got so much more done!!,1
25449,"Disneyland Rocks !For young and old, big and small     it's the happiest place on earth! Come build memories with your family that last a lifetime as you discover the wonder of this magical, fantastical world. When you enter one of the Lands that comprise Disneyland Park, stories come to life around you, immersing you in tales from some of your favorite Disney films",1
25450,We got a 5 day hopper and we like to sleep in so 2 hours after the parks open there are not huge lines at the gate. Also starting the rides when everyone is looking for food means the lines are shorter. Both kids 8 & 10 (tall for there age) were able to go on every ride that they wanted. Lockers for jackets as the temperature cooled down really helped.,1
25451,"First time my husband had been to Disneyland. We travelled as a couple and we had a terrific time. It is the Happiest Place on Earth. We were able to hit up every large ride being that the lineups average was only 15 20 min. Plus saw those original rides   Small world, spinning teacups,etc. A little disappointed that Indiana Jones was closed but nice to see that Disney keeps up with there regular maintenance in the off season. First time I had seen Disney all set up for Christmas. They do a terrific job! The fireworks were also Christmas themed and a nice surprise at the end. Thanks Disney for allowing us big kids to be kids again!",1
25452,The park hopper passes are worthwhile here as opposed to DisneyWorld due to the close proximity of Disneyland and the California Adventure park.,1
25475,Take a trip back to the world of fantasy when you visit this iconic theme park and see your childhood memories flood back. No matter your age it is impossible not to get swept up in teh magic of Disneyland. February is a very good month to vist just be careful to avoid school holidays and if you can pay a visit also at night the park looks fabulous.,1
25476,"We went with family, including a three year old for her first Disneyland visit. We only could spend the afternoon there and went to just this one area. Seeing some attractions through the eyes of a little one is a treat. She loved the  Ariel  ride (Little Mermaid). We loved the  Soaring  over California, but especially loved  Cars . Of course, my husband and I are fans of the first  Cars  movie, so we were in our element seeing Radiator Springs, Cadillac Range, Luigi's, Flo's, etc. But, the highlight was seeing Mater, Lightening McQueen, and Red in person (well, in molded polymers). Great family vacation destination, or just for a day. Loved it.",1
25477,"There is soooooo much to visit... cant see it all in 1 day. Since I live in tustin we did not book a hotel out there. So had to make it a 1 day visit. Its a lovely place, its fun to watch the toon character roaming around, posing for snaps with kids and giving autographs. Great rides, has lots and lots and lots for kids. Loved fantasmic and the parade.. was fun meeting mickey at his house though waiting for your turn is an agony. Its another world altogether, a must go if you visit california",1
25508,"I have been to Disneyland on many times, going about once a year (more if I can manage). I have been with friends, with my significant other, with school trips, and even once on my own. If you think going to a theme park by yourself would be the most depressing thing in the world, normally I would agree but at Disney, they keep you so engaged and entertained, you feel like the whole party is just for you. Top things never to miss at Disney are the fireworks and the shows. Disney makes everything seem so easy and flawless.Now, many people may say Disney is expensive, has long lines, and crowded. This is true, as it is for all theme parks. However, I maintain that Disney gives you more for the money than any other park, between the rides, character meet and greets, shows, parades and atmosphere they provide. While you are line, Disney keeps you engaged and does their absolute best to keep rides functioning and going as fast as possible (especially compared to Six Flags, who does not manage lines or the rides at all but goes through the motion leading to hour long rides on everything). And as far as being crowded, you can find some nice quiet spots if you need. Check out around Cinderella's castle for a nice break with some lemonade, or grab a bit at one of the eateries at non peak times for great service and decent food. I could go on forever about Disney, but all I really need to say is go. And if you have already been, go again. It gets better the more times you see it.",1
25502,"WE LOVE IT!   Try to go when the lines aren't too long.  Great place.  It is clean, and rides normally run smoothly and often.  We took the kids there in the 1980s and we still go there.   Great rides!",1
25503,"I went with my girlfriend and we loved it! Went when I was young and it was just as good as an adult. Some scary rides, great atmosphere and a must do if you are in LA. Try to go on a weekday as it can get too busy on weekends",1
25504,"3 very long days were spent at both parks, great fun for all ages. Staff were super friendly, the place was soooo clean.",1
25505,"Disneyland isn't just for kids, I loved every moment!! It was a childhood dream come true and I will never forget it!",1
25506,"Disney was great. We visited during Halloween and it was fabulous, the decorations were very festive and I LOVED the haunted mansion   Nightmare before Christmas theme!!",1
25507,"Fun for all ages, bring your cash and wear some good walking shoes. Don't forget to bring zip lock bags for wet rides and it got chilly in June so bring a jacket or buy a $40 sweatshirt. The worst thing about it is all the strollers. The best thing about it is everything else!",1
25509,"The new Cars Ride was very thrilling but the ride goes very fast, literally, so it's kind of a disappointment for the wait. Everything else was just Disney perfect as usual. Fast passes times wisely make the waiting in line very reasonable. The kids loved it! we'll definitely go back again and again and again and again............",1
25499,"We have gone 4 times now and all I can say is a bad day at Disney is still a great day! Bad meaning big line ups and high heat or rain. We've taken our kids from age 1.5 to 7 and they've loved every minute of it and over the 4 years loved it in different ways each time. It's clean, safe, family fun, Yes it's overpriced and the line ups are long for the good rides but we've had some special moments with our kids that you can't put a price on and that is what Disney is really about!",1
25510,"With a group ranging from age 6 to 70, there was something for everyone. From the security guard at the entrance 'Welcome to a world of awesome' to all the staff who congratulated our birthday girl, there was a great atmosphere. The crowds during the week were much more manageable than the weekend chaos, especially for wait times. There was a greater range of food than we were expecting, including fresh fruit for sale.",1
25511,"Just as good as 20 years ago. The Pirates of Carribean & Splash Mountain rides still favorites! The whole Park is so clean & well looked after, beautiful gardens everywhere.",1
25512,"Not all cars on rides were running, so some lines.  But the Mickey's Halloween Party was amazing our two granddaughters got tones of candy and scares.",1
25513,Loved the park again. Story Book land and Indiana Jones were closed. park was not very busy since everyone was at DCA at Cars Land. Still the Happiest place on Earth.,1
25514,"I took my mother, boyfriend, and 2 children (ages 4 and 11) on a Sunday. It was not crowded at all and the weather was beautiful. We really enjoyed ourselves. The lines were fairly short, but the ones that were longer seemed to move quickly. We stopped and ate at the restaurant across from the castle and their fried chicken, string beans, and mashed potatoes was fabulous! I want to go back here just to get the food. The parade was spectacular as well. The only downside is that some of the rides were closed due to maintenance.",1
25515,"Was what we expected. We were off season so line ups were not bad. Rides are old but still fun. Food was over priced but was still good. Park hopper pass is worth it so you can come and go to the different parks any time you want. We did not get early admission to the park but did not really need it. We ate a few of the downtown Disney restaurants and the food was good, little pricey. Over all was good.",1
25500,"We visited here on 23rd October 2012 and were pleasantly surprised how empty it was.They cater for the disabled guest to a high standard with good parking and a guest assistant card. i cant stand for anymore than 10 minutes without extreme discomfort and am registered disabled. Had it not been for the card I would not have been able to enjoy the day with my family.Upon arrival go to guest relations inside main gate. I had a letter from my doctor,explained what my condition prevented me from doing and that was it. Well done Disney,the kids had an amzing day.",1
25498,We were at the park when the endeaver went over head what a great thing to see.the park kept us informed on it's arrival So glad we did not miss this once in a lifetime sight,1
25478,"It's still the most magical place in the world. Walt Disney World resort and all of it's offerings come in as a close second. What can I say, I have been in love with the Mouse Park ever since I was 3....so that's 51 years of love.",1
25487,"I was not truly amazed by DisneyLand in LA...I visited Disney World in FL first and because of that visit, my expectations were quite high! I know that the LA Land has limited space and no where to expand...to me it looks as though it's an old outdated version of Florida's Park. I think the price is way too high for Disneyland, out of sight for most folks with a couple of kids! At least when you pay the price in Florida you feel like your getting your money's worth of attractions!",1
25479,"We had three day park hopper tickets for Disneyland and California Adventure Park. I thought Disneyland was kind of old and outdated but the kids loved it so if they're happy, then I'm happy. The lines are really long for the rides and attractions and everything is expensive from the food to the t shirts and everything in between. The corn dogs are awesome though and I would pay the inflated entrance fee just for another hand dipped corn dog. It's best to go on a weekday during the off season and show up early to enjoy the park. The parade is really cool but they need to update the characters as there are a lot of new Disney characters that the kids want to see. All of the characters are from my childhood and not for the kids today. I also wish they had more chances to get your picture with the characters. They appear randomly and the lines get long fast.",1
25480,"Its Disneyland   what is there not to like ;)I must confess I was a little bit disappointed with Disneyland, I think the reason was because I have been to Disneyworld, and knew what to expect, so was shocked at how small it was here :(I love Disney and I loved Disneyland, it's great for a day out (if you live close by), or for a short visit to do both parks. We pretty much did all the rides in a day, and then went back for the Halloween party (which was an extra $69 each!!).If you have the option I would chose WDW over Disneyland, but if you haven't been to either then go here first, as there is still lots of Disney magic and you can get your Disney Fix. The parades are great, the characters are awesome. We did a character breakfast and it was so much fun. I'm 35 and I was just as excited as the kids to get my photo taken with the characters.I believe they offer discounts to So Cal residents   what about us Nor Cal residents?Make sure you take lots of $$$ as you will spend it   $9 for a turkey leg (and it wasnt that great!), Mickey ice creams are great, and I hear the pretzels are good (but never got to try one).If you have a water bottle with you take it in and you will save a small fortune.",1
25481,"A classic, what else is there to say?  Everything is always amazing at the happiest place on earth. A favorite place for our family for countless years.",1
25482,"November is a good month. Lines were short and the weather was temperate. Enough people but not like summer. Even the new attraction, Cars Land, was not particularly crowded.",1
25483,I just love Dizzyland!  Going mid week in Nov. is wonderful.  18 rides in one day.  Crowds were at a minimum.  Maybe 20 min. wait at the very most.  Nightmare Before Christmas Haunted Mansion is a must see.,1
25486,"Loved the Halloween decorations and Haunted Mansion, hated the crowds! We arrived on the Friday morning before Halloween and got on all the major rides we enjoy including the Haunted Mansion walked right in , and Thunder Mountain. We got fastpasses for Space Mountain and waited about 20 mins for Starwars. As usual, the later it got, the more crowded it became. By around 4PM it was too much for me because of all the people arrving for the Halloween Party.",1
